Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,20.43436143993181,20.601540609579285,130.11229988724804,123.65053296292689,168.8766631263996,90.0,90.0,90.0,90.0,-90.0,Squats
left,20.466553623647304,20.477501838824825,127.16770808027871,120.21490829321863,168.33953224869876,90.0,90.0,90.0,90.0,-90.0,Squats
left,20.54694806136132,20.096920109235977,125.59782819588179,114.36323810730377,164.01271370793373,90.0,90.0,90.0,90.0,-90.0,Squats
left,20.9267909190863,20.592114869279044,121.63406993103011,107.51568876703774,161.0966724269801,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.592262195640075,21.000577120039615,116.83617245994222,103.73880856084327,162.00210908757396,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.038694412481053,21.661432758220066,116.39341364773158,106.84897413133456,165.53961322515107,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.941123685056233,21.863335469579404,117.4642351400606,111.73655581822567,169.47181436418168,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.48838691708608,21.695436810861302,115.50960824250869,107.762952196796,167.81201006726397,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.643109215322948,21.676642316602837,113.24791235244018,106.20495493616727,168.49997803445902,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.756815519141416,21.611379795459523,108.72517447064655,107.66244043579775,174.444297209376,90.0,90.0,90.0,90.0,-90.0,Squats
left,21.859715732521877,21.552472043257133,109.8778196316871,110.92218920286578,176.50582519995382,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.09106677573219,21.473792568468003,99.31166270020164,101.15151471910565,177.21902303127848,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.174270805408167,21.2742590470069,95.02280918876302,96.23606549016603,176.4053661227105,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.513244375000667,21.76480088386555,91.91221231397454,92.47264684303593,175.35512709167526,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.77351448732647,22.084673526240255,82.99533834501239,83.04673803909098,174.64179559435942,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.108463912845725,22.224375088537585,79.5889266522907,79.62534977248814,174.30390547979806,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.234686926054714,22.189239877987717,75.89926195247037,75.76336039801298,174.00122157463122,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.243419131621046,22.157247450750944,76.30915908876779,75.26990618648462,173.06085739503337,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.13085426402511,21.968577640898957,72.16730055322286,71.33128299075635,173.22788829377166,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.096478548364793,22.00082241415603,66.45831938179214,66.62555737527688,174.24175360307615,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.143419616441438,22.328454058488585,66.41576115362687,66.28355992528861,173.94468155694048,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.108705482540152,22.190028373883887,61.7858293102865,64.10192392315382,176.3407545777887,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.0084462487991,22.264271693425496,58.147319345477186,61.37064019331123,177.353490509601,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.891754790121464,22.317868814596363,55.768341141806644,60.06818056925313,178.5428678780244,90.0,90.0,90.0,90.0,-90.0,Squats
left,22.88543324368398,22.440322116323387,53.93031871745986,58.751477243809525,179.06134245131895,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.028279361013663,22.51347786469919,52.05298695942725,56.02003151797429,178.08804853393667,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.35878180926659,22.983870250150847,51.39334496872139,55.05887590846917,177.64563354162632,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.726529712263343,23.476021866918273,49.229508353912856,52.602857227598996,177.3306345392046,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.08034906331488,24.566233697171267,47.33621601554711,50.53778049297052,177.16510341699822,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.232930505986914,25.360696459972015,45.67281441238358,48.662641717714294,176.92473986584912,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.29193897164838,25.932259605924624,46.15849997219608,49.017616132619274,176.82497766718117,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.43356669542673,25.961034878477836,45.17884946381028,47.60954507086047,176.43103480335105,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.47062385231274,26.009080343548046,44.8968395461108,46.89438888103785,175.97171623060348,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.603796998578822,26.125280746687313,42.578485810308024,43.72981426462618,175.11557252121244,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.773848435286602,26.225380261986487,42.7224057126274,43.02374624476061,174.27550283721433,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.953354799667288,26.147983741444833,40.88015020078983,40.75269872031506,173.80297609425415,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.433795319121707,26.61342793828198,39.52389903194955,38.10741549319636,172.50210141586962,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.931417329418387,26.954031633638273,38.38471705376095,35.38046838314311,170.8789940746622,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.634601795887416,26.631625025101457,38.027006186208034,34.86155519451225,170.74485971367608,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.442915988710798,26.599868024986435,37.21442496362228,34.17689165462619,170.82326711271097,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.370362889843626,26.682160101822518,36.85649855085346,34.068831358664724,171.10383126759982,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.251014367726988,26.96289117641899,36.65878521293769,33.610688445994256,170.83559307769474,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.23523461634317,26.76653053256054,36.788202319510596,33.60095305769694,170.57417787418547,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.90674422455481,26.167880562317983,35.41622286738506,32.17115411992764,170.45598564062638,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.96127584619146,26.123311114039176,34.3013048956616,31.19341789788951,170.55314747258296,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.21479141050615,26.395897526681495,33.36016600639138,29.88661366561697,170.20599785156574,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.26603101143946,26.680897645759966,32.899124638912284,29.417036734053255,170.18111252285615,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.519165146288756,27.14660477637752,32.33213857027134,29.11420422947765,170.42644951668143,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.76532315099521,27.52301018787917,32.02870917949498,29.14627411255748,170.755422297159,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.059408625649834,27.971942144932594,31.496091961723426,28.582643911520364,170.70233605425452,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.032709453362788,27.933080374035896,33.59298350197235,30.22745551227987,170.18019333436075,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.225196586182125,28.056392569006967,34.94330333896046,31.915430755877836,170.5757236338505,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.21904713838289,28.034553153044488,36.825016587263924,33.89308753326028,170.81830644685203,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.66428351855983,27.127977438372792,38.39076110240247,35.23456544390214,170.72789648531875,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.500895185251046,26.384856706346937,39.79231071550048,36.809548797845686,170.9631414382585,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.660052887193626,26.323371323946272,42.03954428020508,39.12668806863798,170.99574555840275,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.533493366237586,26.259459065571075,43.773584340853425,41.70519845324526,171.8215243382589,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.365390998349667,26.401591461804003,48.67437525868715,47.30831724973527,172.50013424161983,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.470612211670375,25.251595894758367,52.38281590404917,51.93807650001115,173.5260765183979,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.628027391315822,24.19219088330136,58.03977058695392,58.60590218964092,174.52906395835183,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.262515370789966,24.014831374857312,60.865228225093674,61.80458032855651,175.09108582577593,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.44843681258445,23.88396518542683,56.67567654246697,57.87726474138408,175.23411141453434,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.29041001264855,23.613894168147652,57.36139142552933,59.76237921356878,176.5681881025911,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.35783654320004,23.298516470796592,59.441914006766176,62.50182476109812,177.2882631009185,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.326112687158847,23.079104304629606,60.4531796255258,63.148120070407664,177.13250307456104,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.475776659066366,23.341216388741397,57.32592426877749,60.61640511762291,177.74111166739928,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.848781881963355,23.149981771259206,69.78388271085635,72.93873445210258,177.3080229595166,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.829858416180024,23.147665019912218,73.32690421721051,75.47196913675293,176.2229865133759,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.77791256707645,23.314499915345195,77.5355678758406,79.17677405590581,175.68059497393972,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.759590758665652,23.340946044291908,80.44661673096019,82.33237680582192,175.94370674550598,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.782674548733834,23.253701897710258,89.94878627930613,91.92978558054477,175.97435195106584,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.878732306268603,23.33014745296257,95.20184211193033,97.38473441874783,176.120480721263,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.803252819292748,23.1711046624792,103.57163259193274,105.32109386522808,175.63406875032553,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.838840524292632,23.12559969368436,109.20786707586493,110.73922117757257,175.3982590185915,90.0,90.0,90.0,90.0,-90.0,Squats
left,23.941280700203688,23.076270897968545,116.36926466684663,117.8335537075221,175.1993741084545,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.115194563966394,22.934347483708564,122.55420240882376,123.88556741920553,175.02696736437315,90.0,90.0,90.0,90.0,-90.0,Squats
left,24.898015655890315,23.17924284424595,125.0390600623112,126.94626375138324,175.50784858278683,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.676791562044777,23.426781793009276,128.46927870234595,131.0347078776861,176.1115639412682,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.20355776360921,23.21106361460101,131.1550066019509,133.41234724865035,175.6551516937997,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.54272759714619,23.236014905930883,132.951138145951,134.85919351550933,175.2446775756163,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.655182547014185,23.291922409884332,138.7827955764359,140.70729995696223,175.20822334975512,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.74163985637064,23.524688759252857,144.34207106737875,146.52451064612353,175.7034442827092,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.271677845076326,23.828437061839622,147.76939273545662,150.8193108342657,176.99436601569022,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.25803856898472,23.995611666534742,148.08099536528292,151.83315268762436,177.82755182726837,90.0,90.0,90.0,90.0,-90.0,Squats
left,26.124691060664095,24.36904290310774,150.2252032135476,154.4068300837137,178.49961135282302,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.889014824844477,24.858200781227712,151.1392738509704,154.95670352943287,178.49587607944304,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.828889744565505,25.110443938996774,153.80162620400924,156.75802804053998,177.72794696622108,90.0,90.0,90.0,90.0,-90.0,Squats
left,25.558665158035772,24.897774083105556,156.92169880044563,159.517293267662,177.4278331749808,90.0,90.0,90.0,-90.0,-90.0,Squats
left,25.03362933074521,24.219613069295715,161.30755446637554,162.74192900534266,176.29883471625905,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.753483700416425,23.839081084766324,161.6379933142885,162.1341132527158,175.36604297280138,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.590840500661695,23.65953462433173,167.39750617252528,167.29073576556553,174.77517816668365,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.77655221709502,23.78138030190874,168.80331077883497,168.1210680388376,174.19335408183025,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.881840195519665,23.86048593874047,166.8017000636855,166.47403755449426,174.55653945784815,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.977422829366166,23.759432321113906,167.38666303862186,166.56028539363504,174.01925851444778,90.0,90.0,90.0,-90.0,-90.0,Squats
left,25.02111008095123,23.877258948815122,166.89102746463877,167.19804594742502,175.1415828216353,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.944351077131866,23.979246720267543,171.31278756394948,172.5974168432479,176.1999183619341,90.0,90.0,90.0,-90.0,-90.0,Squats
left,25.032259798157916,24.137019468507315,171.97020491940637,174.48691891518544,177.44197223822854,90.0,90.0,90.0,-90.0,-90.0,Squats
left,25.20499569389957,24.286150083234908,174.22278070706474,178.56914250928958,179.30572091703053,90.0,90.0,90.0,-90.0,-90.0,Squats
left,25.02282617066697,24.339073791912785,175.7197633059593,178.79123009106706,178.12147128890507,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.52414269197118,24.042425816000705,177.19647857596735,179.78755658514285,178.23054493014675,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.162342084472034,24.00893420068864,177.42737630068834,179.86574333927453,178.20871369758478,90.0,90.0,90.0,-90.0,-90.0,Squats
left,24.00630549537433,24.22820087300277,176.99840956333418,179.04288728600244,177.7426804661426,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.839314128282094,24.455184754782362,176.8317989490904,178.7508628094893,177.7326590077882,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.680044977626874,24.38602706080274,176.81121588296094,178.67452104840518,177.74965776055208,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.700162931166194,24.11571221579671,176.68364049360505,178.83179022314295,178.05183135634329,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.80237116563767,23.754402461794886,176.51953693377803,178.84036410564633,178.19361193114577,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.84203160834889,23.603831695067303,176.75641655101194,179.13521657023236,178.20211606920253,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.590145144981562,23.142463606998305,176.6968068282448,179.16964989674568,178.28605742947875,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.45574368442869,23.049521700794035,176.6995801323345,179.27920370378268,178.37462503618931,90.0,90.0,90.0,-90.0,-90.0,Squats
left,23.382081887901474,23.043290187424386,176.62881372331694,179.23194498185273,178.31456540050462,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.938708254571512,23.10911417115751,176.53984017380682,179.36145302503013,178.4463162683906,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.873962866840046,23.094868001065496,176.1835310805598,179.37889589913874,178.61023678128865,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.831653354967525,23.019197970779484,176.06468646891705,179.51736231160925,178.76944916329307,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.649333465370567,22.821649992018184,176.0949265659136,179.60286253205717,178.8324980736404,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.260068474123038,22.38379799300016,176.11675380343996,179.62751330152935,178.85288843743373,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.055601829352494,22.107093959964242,176.13149565089947,179.63055088659826,178.86156308012326,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.84554576729071,22.064919128708997,176.1042852622752,179.6632034704516,178.93524761074855,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.762431506158435,22.0241174635926,176.16456322483626,179.79190302753472,179.00354781667824,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.68932081031878,22.02449768104136,175.87283380178218,179.77013402954506,179.3106296276231,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.632889245335498,22.40412118250985,175.4661622519391,179.36960006908876,179.3846244311743,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.66327397853817,22.570165824143267,175.50484226735253,179.30762167659094,179.30354690495417,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.563380650711668,21.92502427379088,175.54742851204688,179.34698816660122,179.2918459355429,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.49843869598912,21.68530157736517,175.48260289304233,179.26679759742746,179.30069288869652,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.289518395406265,21.562788730713685,175.13134690375855,178.85216566907707,179.33963602486844,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.001928993267907,21.573300239585716,174.8453697273058,178.50782337020397,179.31737480896166,90.0,90.0,90.0,-90.0,-90.0,Squats
left,20.825313856026312,21.46868785826021,174.82899137934197,178.32854644311254,179.18849645407704,90.0,90.0,90.0,-90.0,-90.0,Squats
left,20.884688205844316,21.151298222217672,174.75626358943495,178.08183243555044,178.9374788769903,90.0,90.0,90.0,-90.0,-90.0,Squats
left,20.932237408287254,20.83389486494699,174.72798455066098,178.03223628611244,178.86961052773697,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.145898207092678,20.36151243823367,174.67069213975938,178.1308961291063,178.9394447943133,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.321310137361618,20.18797794712628,174.67409198723138,178.16389320235825,178.87671030055836,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.3382598117418,20.089139184881713,174.73501680159546,177.94767295545893,178.4663311187903,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.391472615561472,20.070734024127027,174.66425889425776,177.86246172729884,178.42436361774855,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.453163445544952,20.558681596188013,174.58105981286027,177.7172836028325,178.3686131245032,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.476049825463836,20.910423601717042,174.65307768837593,177.58091669776,178.17549956348324,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.214574997172665,20.727402792936353,174.7581689156305,177.69693699857402,178.21218672716273,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.09604202989983,20.508116109136452,174.72026390710212,177.7069777862756,178.2511843801342,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.057280602519096,20.32891801365995,174.73050765658655,177.70121066878977,178.26471575940934,90.0,90.0,90.0,-90.0,-90.0,Squats
left,20.979933522026155,20.512698930491695,174.76546859562615,177.70222107527567,178.28697966827892,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.093694591269276,20.486437291289047,174.8422261292597,178.06646729002793,178.48981829582408,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.146136323530037,20.498070382610553,174.85394244422108,178.14144075952981,178.51598254704146,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.093841158311992,20.3716636402989,174.90728853285495,178.20968941979052,178.560847315895,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.1707251697066,20.398513567964233,175.06086698426452,178.5122899725527,178.6281265441744,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.223961297504115,20.519265158902513,175.19458882640933,178.6667858904235,178.65796698481975,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.252417969552596,20.58323418530617,175.23231887451206,178.6846049859792,178.67007323829856,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.31538859113187,20.642992230744138,175.2760113213425,178.70006165868813,178.68113467031841,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.410940716737063,20.744936399560192,175.4472708652254,178.57280164138098,178.41781413456695,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.502197713027964,20.867566070401306,175.6393162298183,178.7539017612538,178.45347584844728,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.676893291330376,21.095381695913776,175.7343676598804,178.8621706698158,178.50653407932398,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.822221196719273,21.365415188332214,175.80218621164366,178.847689420307,178.51245693638703,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.63764522111298,21.481309343697845,175.84801715781987,178.89816105271217,178.53329454551462,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.524115629842694,21.55178191741768,175.90348054731638,178.8822950766898,178.48377970015898,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.591609049448625,21.706317375139136,176.030697867904,178.78675749742666,178.27766390744412,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.81255687660444,21.840715319900973,175.97059179129874,178.61170948296012,178.08398998157108,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.87278178012348,21.79229161144232,175.8402708682966,178.53166850756133,178.1180839304516,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.911336171186612,21.709105414849933,175.65204473224833,178.4295327376431,178.14011947873857,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.9697457142094,21.661824861639808,175.5285157274076,178.24770739379807,178.03338599319494,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.009588760282938,21.6799154790563,175.55149709064432,178.35024472388358,178.11668831461074,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.142676639395628,21.761883601632068,175.33870336962923,178.23847974315697,178.1343392988101,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.165632967676625,21.589478119130455,175.27686661137122,178.25788927121155,178.16526295206856,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.504036490681898,21.885943977439556,175.10135164226514,178.33494293852831,178.34522067362974,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.695986404093855,22.05961976510031,175.17601937586426,178.3462658405388,178.26540869965154,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.692165834134382,21.849018418223437,175.40981609010203,178.72739457523568,178.3442810205836,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.629091570211635,21.736227260911104,175.28803683445182,178.9709338243181,178.75262825416925,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.551855168402486,21.357568187000393,175.32693643185686,179.06343363328023,178.79889690511015,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.56135436165136,21.078161645346484,175.31908895583155,179.23118159409063,178.9567884345949,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.43253706815547,21.124795086275356,175.51323732338125,179.32453314231128,178.96208913700832,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.27300750061195,21.3096841606363,175.71039742192852,179.51434410295383,179.08500035286207,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.025490462133334,21.268382093748365,175.85720530660473,179.59073874078314,179.08950435652207,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.942493449660873,21.18542122014852,175.95233597861147,179.61995887668854,179.06882663690115,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.020571303311865,21.13211594048216,175.85578226024887,179.4862104631239,179.04055569110454,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.956115249410413,21.059800301935223,175.87559936936947,179.509390297047,179.03845343697057,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.861426697561342,21.057515607962728,175.95210926308079,179.5822015081813,179.05813905667745,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.72895323745902,21.010225087767687,175.96600808087632,179.9209961436731,179.46290459989913,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.668463748020994,20.986073158353964,176.0231648215384,179.9132335873965,179.4423705982403,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.603953118458218,21.030613509655833,176.0551673991803,179.88734286847435,179.4086360587492,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.68737896320849,21.120816598944113,175.92179004293772,179.78650656140536,179.46732196834847,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.634055548526966,21.21219161863524,175.92726675530443,179.77662605860607,179.45580329394872,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.643733531330188,21.226108037560692,175.93889028220497,179.66254077808037,179.31837636756123,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.74814100739517,21.586446661609518,175.94172859862365,179.6056671106257,179.27707489218102,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.658544308186315,21.660534610574622,175.99739022287133,179.58624043478025,179.24793018443927,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.61526294488581,21.767640649458947,176.22488029780573,179.61353728149123,179.0759833398053,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.690999016756578,21.908444438063793,176.28370799487618,179.63878901385434,179.06266414166018,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.68838080331891,21.836632480745834,176.31908208818484,179.6996799525713,179.09622277923367,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.713269284162,21.884626041168918,176.26704010452946,179.73806095584126,179.18830323893616,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.847750558788952,22.100059902782462,176.19679438304144,179.71874876779597,179.24382572134968,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.900593142512516,22.324356892037894,176.20613939604567,179.6941804768071,179.24077143964647,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.94555458186441,22.440887530783076,176.35638638558703,179.60284833584745,178.98815611067212,90.0,90.0,90.0,-90.0,-90.0,Squats
left,22.069088043408016,22.061170004767725,176.52412445906415,179.6221297635972,178.77584727063729,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.960914265670862,21.79664323366521,176.5715318243817,179.8287436897674,178.89040494598714,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.673520884999416,21.414716890843074,176.55489208869986,179.89407302714523,178.92758333587716,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.463550667166068,21.221497905009894,176.5815892741552,179.93704202367437,179.03215829081887,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.28080553613235,21.095629412633034,176.5277547073684,179.9102151350192,179.07904480395197,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.204202007858203,20.91535655879915,176.41604093174726,179.85564404293882,179.14380595656465,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.094239697291304,20.708415380279423,176.49950978062472,179.61707466576658,179.20492661675644,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.200739220597626,20.6783718660652,176.9006960800029,179.37867172862352,178.91270967811283,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.347576179496386,20.777959798285654,176.87690926151802,179.41270154639284,178.8418752598706,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.479841920567615,20.708680765132257,176.76485400772302,179.40599270995813,178.69910559816415,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.575859848881755,20.734661886594978,176.6149570510801,179.1898121699489,178.93003554293082,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.657085773688653,20.825298771777188,177.03706941251346,178.89755752055166,178.72675461758337,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.71469761496846,21.00805490890816,176.6499403311155,178.5975640042548,179.39772453420923,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.835525475806634,21.250484140527472,172.9771799328815,174.6175895758275,176.19731641721242,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.862659945337295,21.289260397734022,172.34666018283312,173.6677116343396,175.80695684879709,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.755343025687548,21.363261305145738,171.20916613629535,173.113032969956,176.4480461615058,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.693750725173764,21.605251970743932,170.41985938969333,172.35973350576248,176.55568357376987,90.0,90.0,90.0,-90.0,-90.0,Squats
left,21.713410219798245,22.12165720207191,166.6489326836645,166.68183952222122,174.71930891184255,90.0,90.0,90.0,-90.0,-90.0,Squats
